loc,cyclomatic_complexity,num_functions,num_files_changed,token_count,project_name,era,defect_prone
66,5.0,2,1,438,HADOOP,pre_ai,1
513,2.878787878787879,33,1,3549,HADOOP,pre_ai,1
664,2.1639344262295084,61,1,4007,HADOOP,ai_era,1
159,2.555555555555556,9,1,1238,HADOOP,ai_era,1
497,2.2222222222222223,54,2,3548,CAMEL,pre_ai,1
486,4.380952380952381,21,1,4084,CAMEL,ai_era,1
254,1.8636363636363635,22,3,2172,CAMEL,pre_ai,1
102,1.2666666666666666,15,1,686,CAMEL,ai_era,1
3220,2.242424242424242,297,2,20103,HADOOP,ai_era,1
283,1.2222222222222223,45,3,1768,CAMEL,pre_ai,1
34,1.75,4,1,220,CAMEL,pre_ai,1
106,1.3043478260869563,23,2,654,CAMEL,pre_ai,1
234,2.631578947368421,19,1,1760,CAMEL,ai_era,1
3190,1.9156626506024097,249,2,19538,HADOOP,ai_era,1
466,1.6290322580645162,62,1,3283,CAMEL,ai_era,1
811,4.096774193548387,31,2,4791,CAMEL,ai_era,1
315,1.3076923076923077,52,3,1947,CAMEL,pre_ai,1
522,3.1724137931034484,29,1,4402,CAMEL,pre_ai,1
286,1.930232558139535,43,2,1705,CAMEL,pre_ai,1
302,2.227272727272727,22,1,2062,HADOOP,ai_era,1
401,1.4426229508196722,61,6,2745,CAMEL,pre_ai,1
51,1.25,8,1,301,CAMEL,pre_ai,1
471,1.9777777777777776,45,4,3092,HADOOP,pre_ai,1
2075,1.3854961832061068,262,8,15164,CAMEL,ai_era,1
49,6.0,1,1,293,HADOOP,pre_ai,1
147,2.1875,16,1,1211,CAMEL,pre_ai,1
227,3.1875,16,1,1636,CAMEL,pre_ai,1
1500,3.1029411764705883,68,2,9196,HADOOP,ai_era,1
266,1.9565217391304348,23,1,1739,CAMEL,ai_era,1
10343,5.155555555555556,495,16,80607,CAMEL,ai_era,1
133,5.5,2,1,963,CAMEL,pre_ai,1
2261,5.67816091954023,87,1,17844,CAMEL,ai_era,1
4667,2.4104938271604937,324,10,28529,HADOOP,ai_era,1
461,3.129032258064516,31,1,3338,CAMEL,ai_era,1
69,3.333333333333333,3,1,639,CAMEL,pre_ai,1
72,1.0,1,1,614,HADOOP,pre_ai,1
50,2.0,5,1,297,HADOOP,pre_ai,1
815,3.2857142857142856,63,1,5769,CAMEL,ai_era,1
4774,1.8527918781725887,394,7,30986,HADOOP,ai_era,1
71,2.8,5,1,485,HADOOP,pre_ai,1
4262,1.9566003616636527,553,15,28652,CAMEL,pre_ai,1
3963,3.147368421052632,285,3,26650,HADOOP,pre_ai,1
271,4.666666666666667,12,1,2147,CAMEL,pre_ai,1
1136,3.7384615384615385,65,1,7248,HADOOP,pre_ai,1
689,2.708333333333333,48,1,3836,HADOOP,pre_ai,1
3702,1.8333333333333333,300,2,22980,HADOOP,ai_era,1
3620,1.875,288,3,22559,HADOOP,ai_era,1
456,2.7777777777777777,36,2,3224,CAMEL,pre_ai,1
3892,2.8967741935483877,155,4,25198,HADOOP,pre_ai,1
1511,2.5225225225225225,111,2,9561,HADOOP,pre_ai,1
338,1.9142857142857144,35,2,2354,CAMEL,ai_era,1
298,1.3548387096774193,31,1,1617,HADOOP,pre_ai,1
171,2.1818181818181817,22,2,1156,CAMEL,pre_ai,1
301,9.428571428571429,7,1,2498,CAMEL,pre_ai,1
2661,2.0043103448275863,232,8,16742,HADOOP,ai_era,1
512,2.333333333333333,48,3,3405,CAMEL,pre_ai,1
430,2.238095238095238,42,2,2446,HADOOP,ai_era,1
542,1.3717948717948718,78,3,3390,CAMEL,ai_era,1
1774,3.801980198019802,101,1,11158,HADOOP,pre_ai,1
597,2.763157894736842,38,2,3847,HADOOP,pre_ai,1
47,1.3333333333333333,3,2,331,CAMEL,ai_era,1
5630,24.701149425287355,87,8,39083,CAMEL,ai_era,1
123,2.2,10,1,872,CAMEL,ai_era,1
12377,2.8119022316684377,941,23,82515,HADOOP,pre_ai,1
294,2.55,20,1,1976,HADOOP,pre_ai,1
729,5.166666666666667,36,1,5669,CAMEL,ai_era,1
50,1.4285714285714286,7,1,338,CAMEL,pre_ai,1
246,1.0,60,1,1112,CAMEL,ai_era,1
1939,1.9019607843137252,204,16,12576,HADOOP,pre_ai,1
153,1.7142857142857142,14,2,1128,CAMEL,ai_era,1
7109,1.4879614767255216,623,14,40033,HADOOP,ai_era,1
99,3.6,5,1,713,CAMEL,ai_era,1
20,1.3333333333333333,3,1,137,CAMEL,pre_ai,1
2869,2.431451612903226,248,1,17979,HADOOP,pre_ai,1
2294,2.629107981220657,213,1,15260,HADOOP,pre_ai,1
93,1.3636363636363635,11,1,719,CAMEL,ai_era,1
1139,2.1666666666666665,78,2,7776,HADOOP,ai_era,1
1688,1.53551912568306,183,19,11927,CAMEL,ai_era,1
4213,3.6345514950166113,301,4,31213,CAMEL,ai_era,1
510,2.833333333333333,36,1,3591,HADOOP,pre_ai,1
21,1.0,6,1,136,CAMEL,pre_ai,1
233,2.421052631578948,19,1,1671,CAMEL,pre_ai,1
123,3.857142857142857,7,1,941,CAMEL,pre_ai,1
411,2.5789473684210527,38,2,2709,HADOOP,pre_ai,1
392,1.78125,32,1,2319,HADOOP,ai_era,1
1414,2.388349514563106,103,1,9483,HADOOP,ai_era,1
43,1.8333333333333333,6,1,280,CAMEL,pre_ai,1
431,2.1379310344827585,29,3,2531,HADOOP,pre_ai,1
644,2.6,60,1,4721,HADOOP,pre_ai,1
487,3.027027027027027,37,1,3096,HADOOP,pre_ai,1
154,4.625,8,1,1143,CAMEL,pre_ai,1
254,3.3076923076923075,13,1,1941,HADOOP,ai_era,1
120,3.8,5,1,830,HADOOP,pre_ai,1
976,1.3008849557522124,113,27,6716,CAMEL,ai_era,1
637,2.125,8,2,3735,HADOOP,ai_era,1
776,2.9607843137254903,51,2,4720,HADOOP,pre_ai,1
29,1.0,3,2,172,CAMEL,pre_ai,1
1924,5.71578947368421,95,4,16703,CAMEL,ai_era,1
471,4.16,25,1,4288,CAMEL,pre_ai,1
217,1.2692307692307692,26,1,1356,HADOOP,ai_era,1
150,2.0526315789473686,19,1,1192,CAMEL,pre_ai,1
74,2.8,5,1,626,CAMEL,pre_ai,1
2869,3.0264900662251657,151,4,19898,HADOOP,ai_era,1
4904,1.5115303983228512,477,4,32829,HADOOP,pre_ai,1
1027,2.571428571428572,91,1,6976,CAMEL,ai_era,1
92,1.5,12,1,750,CAMEL,ai_era,1
58,5.0,2,1,410,CAMEL,ai_era,1
730,3.7777777777777777,9,2,4589,HADOOP,ai_era,1
7423,1.9067796610169487,590,17,48772,HADOOP,ai_era,1
992,1.6779661016949152,118,11,6827,CAMEL,ai_era,1
206,1.2666666666666666,30,2,1145,CAMEL,ai_era,1
118,4.8,5,1,932,CAMEL,pre_ai,1
2443,6.010526315789473,95,3,18709,CAMEL,ai_era,1
222,2.210526315789474,19,1,1584,CAMEL,pre_ai,1
2476,2.49438202247191,178,2,16826,HADOOP,ai_era,1
469,1.146341463414634,82,2,2810,CAMEL,ai_era,1
9715,2.481786133960047,851,26,68357,CAMEL,pre_ai,1
760,1.0985915492957747,142,3,3608,CAMEL,pre_ai,1
1232,6.520833333333333,48,1,9151,CAMEL,ai_era,1
245,2.0,19,1,1690,HADOOP,ai_era,1
936,1.9859154929577465,71,1,6407,HADOOP,pre_ai,1
280,2.1724137931034484,29,3,1699,CAMEL,ai_era,1
2951,1.7747440273037542,293,27,22125,HADOOP,ai_era,1
1120,1.4217687074829932,147,10,6608,CAMEL,pre_ai,1
1337,2.8823529411764706,85,2,8829,HADOOP,pre_ai,1
1159,3.25,48,3,8496,HADOOP,ai_era,1
1164,1.8794326241134751,141,7,8086,CAMEL,pre_ai,1
566,2.618181818181818,55,3,3775,CAMEL,pre_ai,1
940,1.4035087719298245,114,1,5501,HADOOP,ai_era,1
231,1.4827586206896552,29,5,1471,CAMEL,ai_era,1
876,1.58,100,2,5837,CAMEL,pre_ai,1
361,3.4444444444444446,18,1,2305,HADOOP,pre_ai,1
1048,2.858974358974359,78,1,6707,HADOOP,pre_ai,1
214,2.6,10,1,1207,HADOOP,ai_era,1
1570,2.11875,160,3,11100,CAMEL,ai_era,1
955,2.0350877192982457,114,7,6516,HADOOP,pre_ai,1
274,2.4444444444444446,18,1,1744,HADOOP,pre_ai,1
361,2.2,25,2,2555,CAMEL,pre_ai,1
6033,1.9690265486725664,452,20,39715,HADOOP,ai_era,1
436,2.548387096774193,31,1,2836,HADOOP,ai_era,1
519,1.6027397260273972,73,3,3306,CAMEL,pre_ai,1
123,6.25,4,1,1134,CAMEL,ai_era,1
708,2.6041666666666665,48,4,4743,HADOOP,ai_era,1
974,3.048192771084337,83,1,6758,HADOOP,pre_ai,1
274,1.5813953488372092,43,2,1822,CAMEL,ai_era,1
200,1.2727272727272727,33,5,1314,CAMEL,pre_ai,1
517,1.7627118644067796,59,2,3368,HADOOP,pre_ai,1
120,1.4444444444444444,9,2,1169,CAMEL,pre_ai,1
88,1.4,10,2,591,HADOOP,pre_ai,1
302,3.0,16,1,2242,HADOOP,ai_era,1
249,1.7179487179487178,39,1,1671,HADOOP,pre_ai,1
534,3.305555555555556,36,1,3484,HADOOP,pre_ai,1
358,3.842105263157895,19,1,2489,HADOOP,ai_era,1
167,2.909090909090909,11,1,1339,CAMEL,pre_ai,1
4453,2.33,400,2,27732,HADOOP,ai_era,1
183,2.764705882352941,17,1,1469,CAMEL,ai_era,1
361,2.761904761904762,21,7,2778,CAMEL,pre_ai,1
2542,2.480916030534351,131,5,18272,HADOOP,ai_era,1
1895,7.8059701492537314,67,3,15980,CAMEL,ai_era,1
1199,5.645161290322581,62,4,8638,CAMEL,ai_era,1
20,1.0,4,1,89,CAMEL,ai_era,1
47,1.6,5,1,337,HADOOP,ai_era,1
173,5.333333333333333,6,1,1331,CAMEL,pre_ai,1
502,2.07843137254902,51,6,3303,CAMEL,pre_ai,1
574,2.5945945945945947,37,11,4337,CAMEL,ai_era,1
214,2.7142857142857144,14,1,1474,HADOOP,ai_era,1
1175,3.333333333333333,63,1,8061,HADOOP,ai_era,1
817,2.583333333333333,96,2,5245,CAMEL,pre_ai,1
304,2.2,40,3,2009,CAMEL,pre_ai,1
120,1.1538461538461535,13,2,800,CAMEL,ai_era,1
137,1.8333333333333333,12,1,967,CAMEL,ai_era,1
3146,2.9380952380952383,210,3,20198,HADOOP,pre_ai,1
567,2.358490566037736,53,1,3998,CAMEL,pre_ai,1
1708,2.137142857142857,175,3,11494,HADOOP,pre_ai,1
411,1.6666666666666667,48,2,3478,CAMEL,pre_ai,1
71,1.1666666666666667,12,1,439,HADOOP,ai_era,1
158,1.1666666666666667,36,1,1221,CAMEL,ai_era,1
89,2.875,8,1,625,CAMEL,pre_ai,1
28,2.0,3,1,191,CAMEL,ai_era,1
2681,2.076923076923077,234,2,16534,HADOOP,pre_ai,1
3678,2.2912912912912917,333,3,23343,HADOOP,ai_era,1
822,3.704545454545455,44,2,6687,CAMEL,ai_era,1
8356,1.7836676217765044,698,16,51596,HADOOP,ai_era,1
295,4.5,14,1,2269,CAMEL,ai_era,1
223,3.2666666666666666,15,1,1476,HADOOP,pre_ai,1
3375,1.9844357976653697,257,1,21160,HADOOP,ai_era,1
117,1.0,24,7,564,CAMEL,pre_ai,1
92,1.8,10,2,576,CAMEL,pre_ai,1
3414,2.3560975609756096,205,7,21469,HADOOP,ai_era,1
133,2.2,15,1,759,CAMEL,ai_era,1
692,4.342857142857143,35,7,5544,CAMEL,ai_era,1
9137,1.597911227154047,766,19,52647,HADOOP,ai_era,1
4734,2.1875,320,3,29264,HADOOP,ai_era,1
110,1.8333333333333333,12,2,863,CAMEL,ai_era,1
6326,1.6342141863699582,719,9,40513,HADOOP,pre_ai,1
1354,2.5725806451612905,124,1,8181,CAMEL,pre_ai,1
240,2.933333333333333,15,5,1716,HADOOP,pre_ai,1
1554,6.25925925925926,54,2,12686,CAMEL,pre_ai,1
64,3.0,3,1,571,CAMEL,pre_ai,1
1753,2.4,120,2,11799,HADOOP,ai_era,1
3747,5.152173913043479,138,14,28915,CAMEL,ai_era,1
1310,1.4849785407725322,233,3,7918,CAMEL,pre_ai,1
1927,1.1713554987212276,391,6,11579,CAMEL,pre_ai,1
6444,7.301980198019802,202,9,53719,CAMEL,ai_era,1
4511,2.9879518072289155,249,4,29650,HADOOP,pre_ai,1
1747,2.75,124,5,11466,CAMEL,pre_ai,1
4128,3.479553903345725,269,6,27470,HADOOP,pre_ai,1
246,3.0,17,3,1904,CAMEL,pre_ai,1
670,2.3181818181818183,44,3,4418,HADOOP,pre_ai,1
322,2.571428571428572,21,2,2107,HADOOP,ai_era,1
52,4.5,2,1,352,CAMEL,ai_era,1
195,2.1904761904761907,21,2,1298,CAMEL,ai_era,1
1143,2.0,99,8,8161,HADOOP,pre_ai,1
535,2.272727272727273,44,1,3354,HADOOP,ai_era,1
1073,2.4578313253012047,83,2,7746,HADOOP,pre_ai,1
58490,2.807766455521895,3631,133,406555,HADOOP,ai_era,1
71,2.0,7,1,409,HADOOP,ai_era,1
1515,2.8046875,128,2,10174,HADOOP,pre_ai,1
1090,1.834782608695652,115,2,6639,CAMEL,ai_era,1
2814,1.831858407079646,226,3,18896,HADOOP,ai_era,1
28,2.0,1,1,303,CAMEL,ai_era,1
1513,4.023255813953488,86,1,10068,HADOOP,pre_ai,1
668,1.0869565217391304,138,4,3548,CAMEL,ai_era,1
86562,2.5996932515337425,5868,136,566443,HADOOP,ai_era,1
6709,5.103202846975089,281,13,49371,CAMEL,ai_era,1
149,2.142857142857143,7,1,887,HADOOP,pre_ai,1
131,2.0,14,1,799,HADOOP,ai_era,1
359,2.136363636363636,44,3,2324,CAMEL,ai_era,1
3172,2.953488372093023,215,4,20443,HADOOP,pre_ai,1
1560,1.1574468085106382,235,9,12119,CAMEL,ai_era,1
64,1.7142857142857142,7,1,449,HADOOP,pre_ai,1
100,1.8571428571428568,7,1,720,HADOOP,pre_ai,1
427,1.0,1,1,2283,HADOOP,ai_era,1
2221,3.307142857142857,140,1,13588,HADOOP,pre_ai,1
38,1.25,8,1,376,CAMEL,pre_ai,1
525,5.464285714285714,28,3,5527,HADOOP,pre_ai,1
735,3.971014492753623,69,1,5046,CAMEL,ai_era,1
238,1.3076923076923077,26,6,1556,HADOOP,ai_era,1
223,3.75,8,1,1771,HADOOP,ai_era,1
1340,2.8969072164948453,97,1,8148,HADOOP,pre_ai,1
346,1.4137931034482758,29,8,2602,CAMEL,pre_ai,1
24,1.0,1,1,190,CAMEL,pre_ai,1
222,4.071428571428571,14,1,1668,CAMEL,pre_ai,1
5212,5.60377358490566,212,12,41322,CAMEL,ai_era,1
822,2.6625,80,1,5571,CAMEL,pre_ai,1
163,3.25,8,1,1287,CAMEL,ai_era,1
723,3.152173913043478,46,3,5075,CAMEL,ai_era,1
77,2.142857142857143,7,1,624,CAMEL,ai_era,1
413,2.232558139534884,43,4,3129,CAMEL,pre_ai,1
283,1.4146341463414631,41,1,1645,HADOOP,ai_era,1
90,2.6,5,1,593,CAMEL,ai_era,1
938,2.142857142857143,84,9,6806,CAMEL,ai_era,1
938,6.926829268292683,41,1,6959,CAMEL,pre_ai,1
21339,2.9318181818181817,1672,200,154800,HADOOP,pre_ai,1
237,1.625,24,4,1798,CAMEL,pre_ai,1
860,2.923076923076923,52,4,7089,HADOOP,pre_ai,1
363,1.7777777777777777,45,1,2029,CAMEL,ai_era,1
2669,2.1683168316831685,202,6,18314,HADOOP,pre_ai,1
164,4.428571428571429,7,1,1325,CAMEL,pre_ai,1
179,2.333333333333333,24,1,987,CAMEL,ai_era,1
1802,2.652439024390244,164,1,12031,HADOOP,pre_ai,1
94,2.0,1,1,808,CAMEL,pre_ai,1
754,1.825242718446602,103,3,4961,CAMEL,pre_ai,1
1337,2.04635761589404,151,3,9014,CAMEL,ai_era,1
427,1.0,1,1,2283,HADOOP,ai_era,1
342,1.7727272727272727,44,1,2230,HADOOP,ai_era,1
1972,1.4336283185840708,226,35,12970,HADOOP,ai_era,1
365,1.836734693877551,49,3,2276,CAMEL,pre_ai,1
200,1.3333333333333333,30,1,1251,CAMEL,pre_ai,1
466,1.8823529411764703,17,1,3648,HADOOP,pre_ai,1
140,3.5,12,1,840,CAMEL,ai_era,1
102,2.272727272727273,11,1,709,HADOOP,ai_era,1
107,3.333333333333333,6,1,814,CAMEL,ai_era,1
421,2.7333333333333334,15,1,3636,HADOOP,pre_ai,1
621,1.818181818181818,66,7,4163,CAMEL,pre_ai,1
470,3.2439024390243905,41,6,3573,CAMEL,ai_era,1
423,3.259259259259259,27,1,2791,HADOOP,pre_ai,1
705,1.208955223880597,134,3,4143,CAMEL,pre_ai,1
244,7.1,10,1,1742,CAMEL,pre_ai,1
330,1.8888888888888888,27,1,1970,HADOOP,pre_ai,1
519,1.7777777777777777,36,2,3822,HADOOP,ai_era,1
401,3.619047619047619,21,1,2759,HADOOP,pre_ai,1
4312,2.094555873925501,349,6,28702,HADOOP,ai_era,1
1398,1.22265625,256,2,7775,CAMEL,pre_ai,1
2490,2.732558139534884,172,4,15834,HADOOP,pre_ai,1
547,2.6538461538461537,26,2,3864,CAMEL,ai_era,1
1448,2.888888888888889,90,1,9272,HADOOP,pre_ai,1
419,4.0,21,1,3517,CAMEL,pre_ai,1
1668,2.784172661870504,139,5,12420,CAMEL,pre_ai,1
220,4.818181818181818,11,1,1815,CAMEL,ai_era,1
2125,1.6627450980392158,255,1,13188,HADOOP,pre_ai,1
1967,2.9558823529411766,136,1,12350,HADOOP,pre_ai,1
194,3.8,10,1,1447,CAMEL,ai_era,1
288,2.2857142857142856,21,7,2016,CAMEL,ai_era,1
783,3.365853658536585,41,1,4853,HADOOP,ai_era,1
873,3.0816326530612246,49,1,7000,HADOOP,pre_ai,1
2072,2.6578947368421053,114,4,13300,HADOOP,ai_era,1
648,3.0454545454545454,44,2,5326,CAMEL,pre_ai,1
114,3.0,10,1,745,CAMEL,pre_ai,1
708,1.9014084507042253,71,6,4962,CAMEL,pre_ai,1
1246,6.177777777777778,45,2,9909,CAMEL,ai_era,1
266,1.411764705882353,34,2,1670,CAMEL,ai_era,1
486,1.5405405405405406,74,4,3117,CAMEL,ai_era,1
520,3.333333333333333,6,3,3130,HADOOP,pre_ai,1
108,1.5384615384615383,13,1,745,CAMEL,ai_era,1
2776,4.828125,128,6,21315,CAMEL,ai_era,1
706,3.918918918918919,37,1,6822,CAMEL,pre_ai,1
2214,2.55,200,7,16447,CAMEL,pre_ai,1
483,4.2631578947368425,19,2,3614,CAMEL,ai_era,1
131,1.0740740740740742,27,1,705,CAMEL,pre_ai,1
178,2.0,17,1,1200,CAMEL,pre_ai,1
52,1.5,8,1,337,HADOOP,ai_era,1
1241,2.826530612244898,98,4,9349,CAMEL,pre_ai,1
3654,2.2652439024390243,328,2,23127,HADOOP,ai_era,1
1484,2.565217391304348,138,1,8862,CAMEL,ai_era,1
148,1.4193548387096775,31,1,846,CAMEL,pre_ai,1
281,2.0869565217391304,23,1,1810,HADOOP,ai_era,1
1173,4.405797101449275,69,1,7615,CAMEL,ai_era,1
1819,2.2419354838709675,186,14,13025,CAMEL,pre_ai,1
603,5.2,30,1,4542,CAMEL,pre_ai,1
3928,2.2410714285714284,336,3,25513,HADOOP,ai_era,1
9543,1.6417233560090705,882,13,55878,HADOOP,ai_era,1
190,2.5625,16,1,1987,CAMEL,pre_ai,1
457,2.0294117647058822,34,1,3127,HADOOP,ai_era,1
1863,21.53846153846154,26,1,14183,CAMEL,ai_era,1
1174,2.794117647058824,102,2,7722,CAMEL,ai_era,1
2801,3.355670103092784,194,1,18161,HADOOP,pre_ai,1
309,3.0,15,1,1876,HADOOP,pre_ai,1
265,2.1379310344827585,29,1,1805,CAMEL,ai_era,1
1330,5.9,60,1,10128,HADOOP,pre_ai,1
2165,1.568904593639576,283,18,13833,CAMEL,ai_era,1
183,1.375,32,1,1148,CAMEL,pre_ai,1
983,4.448979591836735,49,1,6566,HADOOP,pre_ai,1
7040,2.1496881496881497,481,16,48154,HADOOP,ai_era,1
494,2.2777777777777777,54,1,3241,CAMEL,ai_era,1
1978,6.523076923076923,65,2,14491,CAMEL,ai_era,1
2736,1.3930753564154783,491,5,15787,CAMEL,pre_ai,1
385,1.4901960784313726,51,5,2295,CAMEL,ai_era,1
655,3.731707317073171,41,1,4700,CAMEL,pre_ai,1
2602,3.096590909090909,176,2,16407,HADOOP,pre_ai,1
333,3.0,19,1,2207,HADOOP,ai_era,1
704,2.3472222222222223,72,1,4442,HADOOP,pre_ai,1
613,1.4767441860465116,86,3,4184,CAMEL,ai_era,1
143,2.8181818181818183,11,2,1106,HADOOP,pre_ai,1
812,2.6,65,1,5153,HADOOP,pre_ai,1
883,6.0,35,1,6814,CAMEL,ai_era,1
6540,2.754424778761062,452,8,43841,HADOOP,pre_ai,1
1703,2.772727272727273,88,1,12190,HADOOP,ai_era,1
120,2.5,6,1,957,HADOOP,ai_era,1
321,1.4594594594594594,37,1,2179,CAMEL,ai_era,1
808,4.029411764705882,34,1,7014,CAMEL,ai_era,1
102,2.4,10,1,683,CAMEL,pre_ai,1
3427,1.7865853658536586,328,5,23189,HADOOP,pre_ai,1
382,3.5454545454545454,22,1,3036,CAMEL,ai_era,1
1040,1.935185185185185,108,17,6678,HADOOP,ai_era,1
1201,3.0,80,1,7914,HADOOP,pre_ai,1
763,3.4782608695652173,46,5,5987,CAMEL,pre_ai,1
396,4.08,25,1,2931,CAMEL,ai_era,1
4116,3.173469387755102,294,3,26905,HADOOP,pre_ai,1
332,1.8035714285714288,56,1,1913,CAMEL,pre_ai,1
412,2.290322580645161,31,1,2666,HADOOP,ai_era,1
112,1.625,16,1,846,CAMEL,pre_ai,1
668,3.176470588235294,34,1,5049,HADOOP,pre_ai,1
866,3.078125,64,1,6023,CAMEL,ai_era,1
57,3.0,4,1,411,CAMEL,pre_ai,1
416,4.842105263157895,19,2,3418,CAMEL,ai_era,1
1832,7.56140350877193,57,1,13686,CAMEL,ai_era,1
77,2.0,4,1,703,CAMEL,pre_ai,1
66,5.0,2,1,438,HADOOP,pre_ai,1
513,2.878787878787879,33,1,3549,HADOOP,pre_ai,1
664,2.1639344262295084,61,1,4007,HADOOP,ai_era,1
159,2.555555555555556,9,1,1238,HADOOP,ai_era,1
497,2.2222222222222223,54,2,3548,CAMEL,pre_ai,1
486,4.380952380952381,21,1,4084,CAMEL,ai_era,1
254,1.8636363636363635,22,3,2172,CAMEL,pre_ai,1
102,1.2666666666666666,15,1,686,CAMEL,ai_era,1
3220,2.242424242424242,297,2,20103,HADOOP,ai_era,1
283,1.2222222222222223,45,3,1768,CAMEL,pre_ai,1
34,1.75,4,1,220,CAMEL,pre_ai,1
106,1.3043478260869563,23,2,654,CAMEL,pre_ai,1
234,2.631578947368421,19,1,1760,CAMEL,ai_era,1
3190,1.9156626506024097,249,2,19538,HADOOP,ai_era,1
466,1.6290322580645162,62,1,3283,CAMEL,ai_era,1
811,4.096774193548387,31,2,4791,CAMEL,ai_era,1
315,1.3076923076923077,52,3,1947,CAMEL,pre_ai,1
522,3.1724137931034484,29,1,4402,CAMEL,pre_ai,1
286,1.930232558139535,43,2,1705,CAMEL,pre_ai,1
302,2.227272727272727,22,1,2062,HADOOP,ai_era,1
401,1.4426229508196722,61,6,2745,CAMEL,pre_ai,1
51,1.25,8,1,301,CAMEL,pre_ai,1
471,1.9777777777777776,45,4,3092,HADOOP,pre_ai,1
2075,1.3854961832061068,262,8,15164,CAMEL,ai_era,1
49,6.0,1,1,293,HADOOP,pre_ai,1
147,2.1875,16,1,1211,CAMEL,pre_ai,1
227,3.1875,16,1,1636,CAMEL,pre_ai,1
1500,3.1029411764705883,68,2,9196,HADOOP,ai_era,1
266,1.9565217391304348,23,1,1739,CAMEL,ai_era,1
10343,5.155555555555556,495,16,80607,CAMEL,ai_era,1
133,5.5,2,1,963,CAMEL,pre_ai,1
2261,5.67816091954023,87,1,17844,CAMEL,ai_era,1
4667,2.4104938271604937,324,10,28529,HADOOP,ai_era,1
461,3.129032258064516,31,1,3338,CAMEL,ai_era,1
69,3.333333333333333,3,1,639,CAMEL,pre_ai,1
72,1.0,1,1,614,HADOOP,pre_ai,1
50,2.0,5,1,297,HADOOP,pre_ai,1
815,3.2857142857142856,63,1,5769,CAMEL,ai_era,1
4774,1.8527918781725887,394,7,30986,HADOOP,ai_era,1
71,2.8,5,1,485,HADOOP,pre_ai,1
4262,1.9566003616636527,553,15,28652,CAMEL,pre_ai,1
3963,3.147368421052632,285,3,26650,HADOOP,pre_ai,1
271,4.666666666666667,12,1,2147,CAMEL,pre_ai,1
1136,3.7384615384615385,65,1,7248,HADOOP,pre_ai,1
689,2.708333333333333,48,1,3836,HADOOP,pre_ai,1
3702,1.8333333333333333,300,2,22980,HADOOP,ai_era,1
3620,1.875,288,3,22559,HADOOP,ai_era,1
456,2.7777777777777777,36,2,3224,CAMEL,pre_ai,1
3892,2.8967741935483877,155,4,25198,HADOOP,pre_ai,1
1511,2.5225225225225225,111,2,9561,HADOOP,pre_ai,1
338,1.9142857142857144,35,2,2354,CAMEL,ai_era,1
298,1.3548387096774193,31,1,1617,HADOOP,pre_ai,1
412,2.290322580645161,31,1,2666,HADOOP,ai_era,1
112,1.625,16,1,846,CAMEL,pre_ai,1
668,3.176470588235294,34,1,5049,HADOOP,pre_ai,1
866,3.078125,64,1,6023,CAMEL,ai_era,1
57,3.0,4,1,411,CAMEL,pre_ai,1
416,4.842105263157895,19,2,3418,CAMEL,ai_era,1
1832,7.56140350877193,57,1,13686,CAMEL,ai_era,1
77,2.0,4,1,703,CAMEL,pre_ai,1
66,5.0,2,1,438,HADOOP,pre_ai,1
513,2.878787878787879,33,1,3549,HADOOP,pre_ai,1
664,2.1639344262295084,61,1,4007,HADOOP,ai_era,1
159,2.555555555555556,9,1,1238,HADOOP,ai_era,1
497,2.2222222222222223,54,2,3548,CAMEL,pre_ai,1
486,4.380952380952381,21,1,4084,CAMEL,ai_era,1
254,1.8636363636363635,22,3,2172,CAMEL,pre_ai,1
102,1.2666666666666666,15,1,686,CAMEL,ai_era,1
3220,2.242424242424242,297,2,20103,HADOOP,ai_era,1
283,1.2222222222222223,45,3,1768,CAMEL,pre_ai,1
34,1.75,4,1,220,CAMEL,pre_ai,1
106,1.3043478260869563,23,2,654,CAMEL,pre_ai,1
234,2.631578947368421,19,1,1760,CAMEL,ai_era,1
3190,1.9156626506024097,249,2,19538,HADOOP,ai_era,1
466,1.6290322580645162,62,1,3283,CAMEL,ai_era,1
811,4.096774193548387,31,2,4791,CAMEL,ai_era,1
315,1.3076923076923077,52,3,1947,CAMEL,pre_ai,1
522,3.1724137931034484,29,1,4402,CAMEL,pre_ai,1
286,1.930232558139535,43,2,1705,CAMEL,pre_ai,1
302,2.227272727272727,22,1,2062,HADOOP,ai_era,1
401,1.4426229508196722,61,6,2745,CAMEL,pre_ai,1
51,1.25,8,1,301,CAMEL,pre_ai,1
471,1.9777777777777776,45,4,3092,HADOOP,pre_ai,1
2075,1.3854961832061068,262,8,15164,CAMEL,ai_era,1
49,6.0,1,1,293,HADOOP,pre_ai,1
147,2.1875,16,1,1211,CAMEL,pre_ai,1
227,3.1875,16,1,1636,CAMEL,pre_ai,1
1500,3.1029411764705883,68,2,9196,HADOOP,ai_era,1
266,1.9565217391304348,23,1,1739,CAMEL,ai_era,1
10343,5.155555555555556,495,16,80607,CAMEL,ai_era,1
133,5.5,2,1,963,CAMEL,pre_ai,1
2261,5.67816091954023,87,1,17844,CAMEL,ai_era,1
4667,2.4104938271604937,324,10,28529,HADOOP,ai_era,1
461,3.129032258064516,31,1,3338,CAMEL,ai_era,1
69,3.333333333333333,3,1,639,CAMEL,pre_ai,1
